Model,Accuracy,Target_Column,Time,Model_Filename,Confusion_Matrix,Classification_Report
HistGradient Boosting Classifier,0.9469026548672568,status,20240119112046.0,HistGradient Boosting Classifier,,
Logistic Regression,0.9231194690265486,status,20240119112456.0,Logistic Regression,,
Ridge Classifier,0.9026548672566372,status,20240119112456.0,Ridge Classifier,,
SGD Classifier,0.7533185840707964,status,20240119112456.0,SGD Classifier,,
Passive Aggressive Classifier,0.8827433628318584,status,20240119112456.0,Passive Aggressive Classifier,,
Decision Tree Classifier,0.9540929203539824,status,20240119112456.0,Decision Tree Classifier,,
Random Forest Classifier,0.9540929203539824,status,20240119112456.0,Random Forest Classifier,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119112456.0,Gradient Boosting Classifier,,
AdaBoost Classifier,0.9314159292035398,status,20240119112456.0,AdaBoost Classifier,,
Extra Trees Classifier,0.9540929203539824,status,20240119112456.0,Extra Trees Classifier,,
Support Vector Classifier,0.7461283185840708,status,20240119112456.0,Support Vector Classifier,,
Linear SVC,0.90320796460177,status,20240119112456.0,Linear SVC,,
NuSVC,0.8877212389380531,status,20240119112456.0,NuSVC,,
K-Nearest Neighbors,0.9297566371681416,status,20240119112456.0,K-Nearest Neighbors,,
Multi-layer Perceptron,0.9126106194690266,status,20240119112456.0,Multi-layer Perceptron,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119112456.0,Gaussian Naive Bayes,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119112456.0,Linear Discriminant Analysis,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119112456.0,Quadratic Discriminant Analysis,,
Voting Classifier,0.9352876106194692,status,20240119112456.0,Voting Classifier,,
Bagging Classifier,0.952433628318584,status,20240119112456.0,Bagging Classifier,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119112456.0,HistGradient Boosting Classifier,,
Logistic Regression,0.9231194690265486,status,20240119114739.0,Logistic Regression,,
Ridge Classifier,0.9026548672566372,status,20240119114739.0,Ridge Classifier,,
SGD Classifier,0.8655973451327433,status,20240119114739.0,SGD Classifier,,
Passive Aggressive Classifier,0.8827433628318584,status,20240119114739.0,Passive Aggressive Classifier,,
Decision Tree Classifier,0.9540929203539824,status,20240119114739.0,Decision Tree Classifier,,
Random Forest Classifier,0.9540929203539824,status,20240119114739.0,Random Forest Classifier,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119114739.0,Gradient Boosting Classifier,,
AdaBoost Classifier,0.9314159292035398,status,20240119114739.0,AdaBoost Classifier,,
Extra Trees Classifier,0.9540929203539824,status,20240119114739.0,Extra Trees Classifier,,
Support Vector Classifier,0.7461283185840708,status,20240119114739.0,Support Vector Classifier,,
Linear SVC,0.9054203539823008,status,20240119114739.0,Linear SVC,,
NuSVC,0.8877212389380531,status,20240119114739.0,NuSVC,,
K-Nearest Neighbors,0.9297566371681416,status,20240119114739.0,K-Nearest Neighbors,,
Multi-layer Perceptron,0.9258849557522124,status,20240119114739.0,Multi-layer Perceptron,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119114739.0,Gaussian Naive Bayes,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119114739.0,Linear Discriminant Analysis,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119114739.0,Quadratic Discriminant Analysis,,
Voting Classifier,0.9352876106194692,status,20240119114739.0,Voting Classifier,,
Bagging Classifier,0.952433628318584,status,20240119114739.0,Bagging Classifier,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119114739.0,HistGradient Boosting Classifier,,
Logistic Regression,0.9231194690265486,status,,Logistic Regression,,
Ridge Classifier,0.9026548672566372,status,,Ridge Classifier,,
SGD Classifier,0.8993362831858407,status,,SGD Classifier,,
Passive Aggressive Classifier,0.4867256637168141,status,,Passive Aggressive Classifier,,
Decision Tree Classifier,0.9540929203539824,status,,Decision Tree Classifier,,
Random Forest Classifier,0.9540929203539824,status,,Random Forest Classifier,,
Gradient Boosting Classifier,0.9358407079646016,status,,Gradient Boosting Classifier,,
AdaBoost Classifier,0.9314159292035398,status,,AdaBoost Classifier,,
Extra Trees Classifier,0.9540929203539824,status,,Extra Trees Classifier,,
Support Vector Classifier,0.7461283185840708,status,,Support Vector Classifier,,
Linear SVC,0.5071902654867256,status,,Linear SVC,,
NuSVC,0.8877212389380531,status,,NuSVC,,
K-Nearest Neighbors,0.9297566371681416,status,,K-Nearest Neighbors,,
Multi-layer Perceptron,0.9236725663716814,status,,Multi-layer Perceptron,,
Gaussian Naive Bayes,0.9280973451327432,status,,Gaussian Naive Bayes,,
Linear Discriminant Analysis,0.9015486725663716,status,,Linear Discriminant Analysis,,
Quadratic Discriminant Analysis,0.928650442477876,status,,Quadratic Discriminant Analysis,,
Voting Classifier,0.9352876106194692,status,,Voting Classifier,,
Bagging Classifier,0.952433628318584,status,,Bagging Classifier,,
HistGradient Boosting Classifier,0.9469026548672568,status,,HistGradient Boosting Classifier,,
Logistic Regression,0.9231194690265486,status,20240119115640.0,Logistic Regression,,
Ridge Classifier,0.9026548672566372,status,20240119115640.0,Ridge Classifier,,
SGD Classifier,0.8993362831858407,status,20240119115640.0,SGD Classifier,,
Passive Aggressive Classifier,0.8932522123893806,status,20240119115640.0,Passive Aggressive Classifier,,
Decision Tree Classifier,0.9540929203539824,status,20240119115640.0,Decision Tree Classifier,,
Random Forest Classifier,0.9540929203539824,status,20240119115640.0,Random Forest Classifier,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119115640.0,Gradient Boosting Classifier,,
AdaBoost Classifier,0.9314159292035398,status,20240119115640.0,AdaBoost Classifier,,
Extra Trees Classifier,0.9540929203539824,status,20240119115640.0,Extra Trees Classifier,,
Support Vector Classifier,0.7461283185840708,status,20240119115640.0,Support Vector Classifier,,
Linear SVC,0.9021017699115044,status,20240119115640.0,Linear SVC,,
NuSVC,0.8877212389380531,status,20240119115640.0,NuSVC,,
K-Nearest Neighbors,0.9297566371681416,status,20240119115640.0,K-Nearest Neighbors,,
Multi-layer Perceptron,0.9220132743362832,status,20240119115640.0,Multi-layer Perceptron,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119115640.0,Gaussian Naive Bayes,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119115640.0,Linear Discriminant Analysis,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119115640.0,Quadratic Discriminant Analysis,,
Voting Classifier,0.9352876106194692,status,20240119115640.0,Voting Classifier,,
Bagging Classifier,0.952433628318584,status,20240119115640.0,Bagging Classifier,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119115640.0,HistGradient Boosting Classifier,,
Logistic Regression,0.9231194690265486,status,20240119120858.0,Logistic Regression_20240119120858,,
Ridge Classifier,0.9026548672566372,status,20240119120858.0,Ridge Classifier_20240119120858,,
SGD Classifier,0.8993362831858407,status,20240119120858.0,SGD Classifier_20240119120858,,
Passive Aggressive Classifier,0.8827433628318584,status,20240119120858.0,Passive Aggressive Classifier_20240119120858,,
Decision Tree Classifier,0.9540929203539824,status,20240119120858.0,Decision Tree Classifier_20240119120858,,
Random Forest Classifier,0.9540929203539824,status,20240119120858.0,Random Forest Classifier_20240119120858,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119120858.0,Gradient Boosting Classifier_20240119120858,,
AdaBoost Classifier,0.9314159292035398,status,20240119120858.0,AdaBoost Classifier_20240119120858,,
Extra Trees Classifier,0.9540929203539824,status,20240119120858.0,Extra Trees Classifier_20240119120858,,
Support Vector Classifier,0.7461283185840708,status,20240119120858.0,Support Vector Classifier_20240119120858,,
Linear SVC,0.8960176991150443,status,20240119120858.0,Linear SVC_20240119120858,,
NuSVC,0.8877212389380531,status,20240119120858.0,NuSVC_20240119120858,,
K-Nearest Neighbors,0.9297566371681416,status,20240119120858.0,K-Nearest Neighbors_20240119120858,,
Multi-layer Perceptron,0.9264380530973452,status,20240119120858.0,Multi-layer Perceptron_20240119120858,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119120858.0,Gaussian Naive Bayes_20240119120858,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119120858.0,Linear Discriminant Analysis_20240119120858,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119120858.0,Quadratic Discriminant Analysis_20240119120858,,
Voting Classifier,0.9352876106194692,status,20240119120858.0,Voting Classifier_20240119120858,,
Bagging Classifier,0.952433628318584,status,20240119120858.0,Bagging Classifier_20240119120858,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119120858.0,HistGradient Boosting Classifier_20240119120858,,
Logistic Regression,0.9231194690265486,status,20240119121511.0,Logistic Regression_20240119121511,,
Ridge Classifier,0.9026548672566372,status,20240119121511.0,Ridge Classifier_20240119121511,,
SGD Classifier,0.7328539823008849,status,20240119121511.0,SGD Classifier_20240119121511,,
Passive Aggressive Classifier,0.9247787610619468,status,20240119121511.0,Passive Aggressive Classifier_20240119121511,,
Decision Tree Classifier,0.9540929203539824,status,20240119121511.0,Decision Tree Classifier_20240119121511,,
Random Forest Classifier,0.9540929203539824,status,20240119121511.0,Random Forest Classifier_20240119121511,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119121511.0,Gradient Boosting Classifier_20240119121511,,
AdaBoost Classifier,0.9314159292035398,status,20240119121511.0,AdaBoost Classifier_20240119121511,,
Extra Trees Classifier,0.9540929203539824,status,20240119121511.0,Extra Trees Classifier_20240119121511,,
Support Vector Classifier,0.7461283185840708,status,20240119121511.0,Support Vector Classifier_20240119121511,,
Linear SVC,0.9037610619469026,status,20240119121511.0,Linear SVC_20240119121511,,
NuSVC,0.8877212389380531,status,20240119121511.0,NuSVC_20240119121511,,
K-Nearest Neighbors,0.9297566371681416,status,20240119121511.0,K-Nearest Neighbors_20240119121511,,
Multi-layer Perceptron,0.9048672566371682,status,20240119121511.0,Multi-layer Perceptron_20240119121511,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119121511.0,Gaussian Naive Bayes_20240119121511,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119121511.0,Linear Discriminant Analysis_20240119121511,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119121511.0,Quadratic Discriminant Analysis_20240119121511,,
Voting Classifier,0.9352876106194692,status,20240119121511.0,Voting Classifier_20240119121511,,
Bagging Classifier,0.952433628318584,status,20240119121511.0,Bagging Classifier_20240119121511,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119121511.0,HistGradient Boosting Classifier_20240119121511,,
Logistic Regression,0.9231194690265486,status,20240119122501.0,Logistic Regression_20240119122501,,
Ridge Classifier,0.9026548672566372,status,20240119122501.0,Ridge Classifier_20240119122501,,
SGD Classifier,0.8993362831858407,status,20240119122501.0,SGD Classifier_20240119122501,,
Passive Aggressive Classifier,0.9247787610619468,status,20240119122501.0,Passive Aggressive Classifier_20240119122501,,
Decision Tree Classifier,0.9540929203539824,status,20240119122501.0,Decision Tree Classifier_20240119122501,,
Random Forest Classifier,0.9540929203539824,status,20240119122501.0,Random Forest Classifier_20240119122501,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119122501.0,Gradient Boosting Classifier_20240119122501,,
AdaBoost Classifier,0.9314159292035398,status,20240119122501.0,AdaBoost Classifier_20240119122501,,
Extra Trees Classifier,0.9540929203539824,status,20240119122501.0,Extra Trees Classifier_20240119122501,,
Support Vector Classifier,0.7461283185840708,status,20240119122501.0,Support Vector Classifier_20240119122501,,
Linear SVC,0.9109513274336284,status,20240119122501.0,Linear SVC_20240119122501,,
NuSVC,0.8877212389380531,status,20240119122501.0,NuSVC_20240119122501,,
K-Nearest Neighbors,0.9297566371681416,status,20240119122501.0,K-Nearest Neighbors_20240119122501,,
Multi-layer Perceptron,0.9170353982300884,status,20240119122501.0,Multi-layer Perceptron_20240119122501,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119122501.0,Gaussian Naive Bayes_20240119122501,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119122501.0,Linear Discriminant Analysis_20240119122501,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119122501.0,Quadratic Discriminant Analysis_20240119122501,,
Voting Classifier,0.9352876106194692,status,20240119122501.0,Voting Classifier_20240119122501,,
Bagging Classifier,0.952433628318584,status,20240119122501.0,Bagging Classifier_20240119122501,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119122501.0,HistGradient Boosting Classifier_20240119122501,,
Logistic Regression,0.9231194690265486,status,20240119122948.0,Logistic Regression_20240119122948,,
Ridge Classifier,0.9026548672566372,status,20240119122948.0,Ridge Classifier_20240119122948,,
SGD Classifier,0.8993362831858407,status,20240119122948.0,SGD Classifier_20240119122948,,
Passive Aggressive Classifier,0.896570796460177,status,20240119122948.0,Passive Aggressive Classifier_20240119122948,,
Decision Tree Classifier,0.9540929203539824,status,20240119122948.0,Decision Tree Classifier_20240119122948,,
Random Forest Classifier,0.9540929203539824,status,20240119122948.0,Random Forest Classifier_20240119122948,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119122948.0,Gradient Boosting Classifier_20240119122948,,
AdaBoost Classifier,0.9314159292035398,status,20240119122948.0,AdaBoost Classifier_20240119122948,,
Extra Trees Classifier,0.9540929203539824,status,20240119122948.0,Extra Trees Classifier_20240119122948,,
Support Vector Classifier,0.7461283185840708,status,20240119122948.0,Support Vector Classifier_20240119122948,,
Linear SVC,0.8976769911504425,status,20240119122948.0,Linear SVC_20240119122948,,
NuSVC,0.8877212389380531,status,20240119122948.0,NuSVC_20240119122948,,
K-Nearest Neighbors,0.9297566371681416,status,20240119122948.0,K-Nearest Neighbors_20240119122948,,
Multi-layer Perceptron,0.9175884955752212,status,20240119122948.0,Multi-layer Perceptron_20240119122948,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119122948.0,Gaussian Naive Bayes_20240119122948,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119122948.0,Linear Discriminant Analysis_20240119122948,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119122948.0,Quadratic Discriminant Analysis_20240119122948,,
Voting Classifier,0.9352876106194692,status,20240119122948.0,Voting Classifier_20240119122948,,
Bagging Classifier,0.952433628318584,status,20240119122948.0,Bagging Classifier_20240119122948,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119122948.0,HistGradient Boosting Classifier_20240119122948,,
Logistic Regression,0.9231194690265486,status,20240119123237.0,Logistic Regression_20240119123237,,
Ridge Classifier,0.9026548672566372,status,20240119123237.0,Ridge Classifier_20240119123237,,
SGD Classifier,0.8993362831858407,status,20240119123237.0,SGD Classifier_20240119123237,,
Passive Aggressive Classifier,0.8960176991150443,status,20240119123237.0,Passive Aggressive Classifier_20240119123237,,
Decision Tree Classifier,0.9540929203539824,status,20240119123237.0,Decision Tree Classifier_20240119123237,,
Random Forest Classifier,0.9540929203539824,status,20240119123237.0,Random Forest Classifier_20240119123237,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119123237.0,Gradient Boosting Classifier_20240119123237,,
AdaBoost Classifier,0.9314159292035398,status,20240119123237.0,AdaBoost Classifier_20240119123237,,
Extra Trees Classifier,0.9540929203539824,status,20240119123237.0,Extra Trees Classifier_20240119123237,,
Support Vector Classifier,0.7461283185840708,status,20240119123237.0,Support Vector Classifier_20240119123237,,
Linear SVC,0.9004424778761062,status,20240119123237.0,Linear SVC_20240119123237,,
NuSVC,0.8877212389380531,status,20240119123237.0,NuSVC_20240119123237,,
K-Nearest Neighbors,0.9297566371681416,status,20240119123237.0,K-Nearest Neighbors_20240119123237,,
Multi-layer Perceptron,0.926991150442478,status,20240119123237.0,Multi-layer Perceptron_20240119123237,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119123237.0,Gaussian Naive Bayes_20240119123237,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119123237.0,Linear Discriminant Analysis_20240119123237,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119123237.0,Quadratic Discriminant Analysis_20240119123237,,
Voting Classifier,0.9352876106194692,status,20240119123237.0,Voting Classifier_20240119123237,,
Bagging Classifier,0.952433628318584,status,20240119123237.0,Bagging Classifier_20240119123237,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119123237.0,HistGradient Boosting Classifier_20240119123237,,
Logistic Regression,0.9231194690265486,status,20240119123822.0,Logistic Regression_20240119123822,,
Ridge Classifier,0.9026548672566372,status,20240119123822.0,Ridge Classifier_20240119123822,,
SGD Classifier,0.8993362831858407,status,20240119123822.0,SGD Classifier_20240119123822,,
Passive Aggressive Classifier,0.8993362831858407,status,20240119123822.0,Passive Aggressive Classifier_20240119123822,,
Decision Tree Classifier,0.9540929203539824,status,20240119123822.0,Decision Tree Classifier_20240119123822,,
Random Forest Classifier,0.9540929203539824,status,20240119123822.0,Random Forest Classifier_20240119123822,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119123822.0,Gradient Boosting Classifier_20240119123822,,
AdaBoost Classifier,0.9314159292035398,status,20240119123822.0,AdaBoost Classifier_20240119123822,,
Extra Trees Classifier,0.9540929203539824,status,20240119123822.0,Extra Trees Classifier_20240119123822,,
Support Vector Classifier,0.7461283185840708,status,20240119123822.0,Support Vector Classifier_20240119123822,,
Linear SVC,0.900995575221239,status,20240119123822.0,Linear SVC_20240119123822,,
NuSVC,0.8877212389380531,status,20240119123822.0,NuSVC_20240119123822,,
K-Nearest Neighbors,0.9297566371681416,status,20240119123822.0,K-Nearest Neighbors_20240119123822,,
Multi-layer Perceptron,0.924225663716814,status,20240119123822.0,Multi-layer Perceptron_20240119123822,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119123822.0,Gaussian Naive Bayes_20240119123822,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119123822.0,Linear Discriminant Analysis_20240119123822,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119123822.0,Quadratic Discriminant Analysis_20240119123822,,
Voting Classifier,0.9352876106194692,status,20240119123822.0,Voting Classifier_20240119123822,,
Bagging Classifier,0.952433628318584,status,20240119123822.0,Bagging Classifier_20240119123822,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119123822.0,HistGradient Boosting Classifier_20240119123822,,
Logistic Regression,0.9231194690265486,status,20240119132450.0,Logistic Regression_20240119132450,,
Ridge Classifier,0.9026548672566372,status,20240119132450.0,Ridge Classifier_20240119132450,,
SGD Classifier,0.4889380530973451,status,20240119132450.0,SGD Classifier_20240119132450,,
Passive Aggressive Classifier,0.8827433628318584,status,20240119132450.0,Passive Aggressive Classifier_20240119132450,,
Decision Tree Classifier,0.9540929203539824,status,20240119132450.0,Decision Tree Classifier_20240119132450,,
Random Forest Classifier,0.9540929203539824,status,20240119132450.0,Random Forest Classifier_20240119132450,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119132450.0,Gradient Boosting Classifier_20240119132450,,
AdaBoost Classifier,0.9314159292035398,status,20240119132450.0,AdaBoost Classifier_20240119132450,,
Extra Trees Classifier,0.9540929203539824,status,20240119132450.0,Extra Trees Classifier_20240119132450,,
Support Vector Classifier,0.7461283185840708,status,20240119132450.0,Support Vector Classifier_20240119132450,,
Linear SVC,0.8915929203539823,status,20240119132450.0,Linear SVC_20240119132450,,
NuSVC,0.8877212389380531,status,20240119132450.0,NuSVC_20240119132450,,
K-Nearest Neighbors,0.9297566371681416,status,20240119132450.0,K-Nearest Neighbors_20240119132450,,
Multi-layer Perceptron,0.924225663716814,status,20240119132450.0,Multi-layer Perceptron_20240119132450,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119132450.0,Gaussian Naive Bayes_20240119132450,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119132450.0,Linear Discriminant Analysis_20240119132450,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119132450.0,Quadratic Discriminant Analysis_20240119132450,,
Voting Classifier,0.9352876106194692,status,20240119132450.0,Voting Classifier_20240119132450,,
Bagging Classifier,0.952433628318584,status,20240119132450.0,Bagging Classifier_20240119132450,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119132450.0,HistGradient Boosting Classifier_20240119132450,,
Logistic Regression,0.9231194690265486,status,20240119134040.0,Logistic Regression_20240119134040.pkl,,
Ridge Classifier,0.9026548672566372,status,20240119134040.0,Ridge Classifier_20240119134040.pkl,,
SGD Classifier,0.4889380530973451,status,20240119134040.0,SGD Classifier_20240119134040.pkl,,
Passive Aggressive Classifier,0.8844026548672567,status,20240119134040.0,Passive Aggressive Classifier_20240119134040.pkl,,
Decision Tree Classifier,0.9540929203539824,status,20240119134040.0,Decision Tree Classifier_20240119134040.pkl,,
Random Forest Classifier,0.9540929203539824,status,20240119134040.0,Random Forest Classifier_20240119134040.pkl,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119134040.0,Gradient Boosting Classifier_20240119134040.pkl,,
AdaBoost Classifier,0.9314159292035398,status,20240119134040.0,AdaBoost Classifier_20240119134040.pkl,,
Extra Trees Classifier,0.9540929203539824,status,20240119134040.0,Extra Trees Classifier_20240119134040.pkl,,
Support Vector Classifier,0.7461283185840708,status,20240119134040.0,Support Vector Classifier_20240119134040.pkl,,
Linear SVC,0.8904867256637168,status,20240119134040.0,Linear SVC_20240119134040.pkl,,
NuSVC,0.8877212389380531,status,20240119134040.0,NuSVC_20240119134040.pkl,,
K-Nearest Neighbors,0.9297566371681416,status,20240119134040.0,K-Nearest Neighbors_20240119134040.pkl,,
Multi-layer Perceptron,0.9175884955752212,status,20240119134040.0,Multi-layer Perceptron_20240119134040.pkl,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119134040.0,Gaussian Naive Bayes_20240119134040.pkl,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119134040.0,Linear Discriminant Analysis_20240119134040.pkl,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119134040.0,Quadratic Discriminant Analysis_20240119134040.pkl,,
Voting Classifier,0.9352876106194692,status,20240119134040.0,Voting Classifier_20240119134040.pkl,,
Bagging Classifier,0.952433628318584,status,20240119134040.0,Bagging Classifier_20240119134040.pkl,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119134040.0,HistGradient Boosting Classifier_20240119134040.pkl,,
Logistic Regression,0.9231194690265486,status,20240119135108.0,Logistic Regression_20240119135108,,
Ridge Classifier,0.9026548672566372,status,20240119135108.0,Ridge Classifier_20240119135108,,
SGD Classifier,0.8805309734513275,status,20240119135108.0,SGD Classifier_20240119135108,,
Passive Aggressive Classifier,0.8844026548672567,status,20240119135108.0,Passive Aggressive Classifier_20240119135108,,
Decision Tree Classifier,0.9540929203539824,status,20240119135108.0,Decision Tree Classifier_20240119135108,,
Random Forest Classifier,0.9540929203539824,status,20240119135108.0,Random Forest Classifier_20240119135108,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119135108.0,Gradient Boosting Classifier_20240119135108,,
AdaBoost Classifier,0.9314159292035398,status,20240119135108.0,AdaBoost Classifier_20240119135108,,
Extra Trees Classifier,0.9540929203539824,status,20240119135108.0,Extra Trees Classifier_20240119135108,,
Support Vector Classifier,0.7461283185840708,status,20240119135108.0,Support Vector Classifier_20240119135108,,
Linear SVC,0.9015486725663716,status,20240119135108.0,Linear SVC_20240119135108,,
NuSVC,0.8877212389380531,status,20240119135108.0,NuSVC_20240119135108,,
K-Nearest Neighbors,0.9297566371681416,status,20240119135108.0,K-Nearest Neighbors_20240119135108,,
Multi-layer Perceptron,0.9142699115044248,status,20240119135108.0,Multi-layer Perceptron_20240119135108,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119135108.0,Gaussian Naive Bayes_20240119135108,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119135108.0,Linear Discriminant Analysis_20240119135108,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119135108.0,Quadratic Discriminant Analysis_20240119135108,,
Voting Classifier,0.9352876106194692,status,20240119135108.0,Voting Classifier_20240119135108,,
Bagging Classifier,0.952433628318584,status,20240119135108.0,Bagging Classifier_20240119135108,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119135108.0,HistGradient Boosting Classifier_20240119135108,,
Logistic Regression,0.9231194690265486,status,20240119135330.0,Logistic Regression_20240119135330.pkl,,
Ridge Classifier,0.9026548672566372,status,20240119135330.0,Ridge Classifier_20240119135330.pkl,,
SGD Classifier,0.8993362831858407,status,20240119135330.0,SGD Classifier_20240119135330.pkl,,
Passive Aggressive Classifier,0.8960176991150443,status,20240119135330.0,Passive Aggressive Classifier_20240119135330.pkl,,
Decision Tree Classifier,0.9540929203539824,status,20240119135330.0,Decision Tree Classifier_20240119135330.pkl,,
Random Forest Classifier,0.9540929203539824,status,20240119135330.0,Random Forest Classifier_20240119135330.pkl,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119135330.0,Gradient Boosting Classifier_20240119135330.pkl,,
AdaBoost Classifier,0.9314159292035398,status,20240119135330.0,AdaBoost Classifier_20240119135330.pkl,,
Extra Trees Classifier,0.9540929203539824,status,20240119135330.0,Extra Trees Classifier_20240119135330.pkl,,
Support Vector Classifier,0.7461283185840708,status,20240119135330.0,Support Vector Classifier_20240119135330.pkl,,
Linear SVC,0.8832964601769911,status,20240119135330.0,Linear SVC_20240119135330.pkl,,
NuSVC,0.8877212389380531,status,20240119135330.0,NuSVC_20240119135330.pkl,,
K-Nearest Neighbors,0.9297566371681416,status,20240119135330.0,K-Nearest Neighbors_20240119135330.pkl,,
Multi-layer Perceptron,0.9264380530973452,status,20240119135330.0,Multi-layer Perceptron_20240119135330.pkl,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119135330.0,Gaussian Naive Bayes_20240119135330.pkl,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119135330.0,Linear Discriminant Analysis_20240119135330.pkl,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119135330.0,Quadratic Discriminant Analysis_20240119135330.pkl,,
Voting Classifier,0.9352876106194692,status,20240119135330.0,Voting Classifier_20240119135330.pkl,,
Bagging Classifier,0.952433628318584,status,20240119135330.0,Bagging Classifier_20240119135330.pkl,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119135330.0,HistGradient Boosting Classifier_20240119135330.pkl,,
Logistic Regression,0.9231194690265486,status,20240119135917.0,Logistic Regression_20240119135917,,
Ridge Classifier,0.9026548672566372,status,20240119135917.0,Ridge Classifier_20240119135917,,
SGD Classifier,0.8827433628318584,status,20240119135917.0,SGD Classifier_20240119135917,,
Passive Aggressive Classifier,0.8816371681415929,status,20240119135917.0,Passive Aggressive Classifier_20240119135917,,
Decision Tree Classifier,0.9540929203539824,status,20240119135917.0,Decision Tree Classifier_20240119135917,,
Random Forest Classifier,0.9540929203539824,status,20240119135917.0,Random Forest Classifier_20240119135917,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119135917.0,Gradient Boosting Classifier_20240119135917,,
AdaBoost Classifier,0.9314159292035398,status,20240119135917.0,AdaBoost Classifier_20240119135917,,
Extra Trees Classifier,0.9540929203539824,status,20240119135917.0,Extra Trees Classifier_20240119135917,,
Support Vector Classifier,0.7461283185840708,status,20240119135917.0,Support Vector Classifier_20240119135917,,
Linear SVC,0.5613938053097345,status,20240119135917.0,Linear SVC_20240119135917,,
NuSVC,0.8877212389380531,status,20240119135917.0,NuSVC_20240119135917,,
K-Nearest Neighbors,0.9297566371681416,status,20240119135917.0,K-Nearest Neighbors_20240119135917,,
Multi-layer Perceptron,0.9192477876106194,status,20240119135917.0,Multi-layer Perceptron_20240119135917,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119135917.0,Gaussian Naive Bayes_20240119135917,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119135917.0,Linear Discriminant Analysis_20240119135917,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119135917.0,Quadratic Discriminant Analysis_20240119135917,,
Voting Classifier,0.9352876106194692,status,20240119135917.0,Voting Classifier_20240119135917,,
