Model,Accuracy,Target_Column,Time,Model_Filename,Confusion_Matrix,Classification_Report
Logistic Regression,0.9231194690265486,status,20240106215848.0,Logistic Regression_20240106215848,,
Ridge Classifier,0.9026548672566372,status,20240106215848.0,Ridge Classifier_20240106215848,,
SGD Classifier,0.8993362831858407,status,20240106215848.0,SGD Classifier_20240106215848,,
Passive Aggressive Classifier,0.8949115044247787,status,20240106215848.0,Passive Aggressive Classifier_20240106215848,,
Decision Tree Classifier,0.9540929203539824,status,20240106215848.0,Decision Tree Classifier_20240106215848,,
Random Forest Classifier,0.9535398230088497,status,20240106215848.0,Random Forest Classifier_20240106215848,,
Gradient Boosting Classifier,0.9358407079646016,status,20240106215848.0,Gradient Boosting Classifier_20240106215848,,
AdaBoost Classifier,0.9314159292035398,status,20240106215848.0,AdaBoost Classifier_20240106215848,,
Extra Trees Classifier,0.9540929203539824,status,20240106215848.0,Extra Trees Classifier_20240106215848,,
Support Vector Classifier,0.7461283185840708,status,20240106215848.0,Support Vector Classifier_20240106215848,,
Linear SVC,0.4905973451327434,status,20240106215848.0,Linear SVC_20240106215848,,
NuSVC,0.8877212389380531,status,20240106215848.0,NuSVC_20240106215848,,
K-Nearest Neighbors,0.9297566371681416,status,20240106215848.0,K-Nearest Neighbors_20240106215848,,
Multi-layer Perceptron,0.926991150442478,status,20240106215848.0,Multi-layer Perceptron_20240106215848,,
Gaussian Naive Bayes,0.9280973451327432,status,20240106215848.0,Gaussian Naive Bayes_20240106215848,,
Linear Discriminant Analysis,0.9015486725663716,status,20240106215848.0,Linear Discriminant Analysis_20240106215848,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240106215848.0,Quadratic Discriminant Analysis_20240106215848,,
Voting Classifier,0.9352876106194692,status,20240106215848.0,Voting Classifier_20240106215848,,
Bagging Classifier,0.952433628318584,status,20240106215848.0,Bagging Classifier_20240106215848,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240106215848.0,HistGradient Boosting Classifier_20240106215848,,
Logistic Regression,0.9231194690265486,status,20240107121818.0,Logistic Regression_20240107121818,,
Ridge Classifier,0.9026548672566372,status,20240107121818.0,Ridge Classifier_20240107121818,,
SGD Classifier,0.8932522123893806,status,20240107121818.0,SGD Classifier_20240107121818,,
Passive Aggressive Classifier,0.8827433628318584,status,20240107121818.0,Passive Aggressive Classifier_20240107121818,,
Decision Tree Classifier,0.9540929203539824,status,20240107121818.0,Decision Tree Classifier_20240107121818,,
Random Forest Classifier,0.9540929203539824,status,20240107121818.0,Random Forest Classifier_20240107121818,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107121818.0,Gradient Boosting Classifier_20240107121818,,
AdaBoost Classifier,0.9314159292035398,status,20240107121818.0,AdaBoost Classifier_20240107121818,,
Extra Trees Classifier,0.9540929203539824,status,20240107121818.0,Extra Trees Classifier_20240107121818,,
Support Vector Classifier,0.7461283185840708,status,20240107121818.0,Support Vector Classifier_20240107121818,,
Linear SVC,0.4889380530973451,status,20240107121818.0,Linear SVC_20240107121818,,
NuSVC,0.8877212389380531,status,20240107121818.0,NuSVC_20240107121818,,
K-Nearest Neighbors,0.9297566371681416,status,20240107121818.0,K-Nearest Neighbors_20240107121818,,
Multi-layer Perceptron,0.926991150442478,status,20240107121818.0,Multi-layer Perceptron_20240107121818,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107121818.0,Gaussian Naive Bayes_20240107121818,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107121818.0,Linear Discriminant Analysis_20240107121818,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107121818.0,Quadratic Discriminant Analysis_20240107121818,,
Voting Classifier,0.9352876106194692,status,20240107121818.0,Voting Classifier_20240107121818,,
Bagging Classifier,0.952433628318584,status,20240107121818.0,Bagging Classifier_20240107121818,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107121818.0,HistGradient Boosting Classifier_20240107121818,,
Logistic Regression,0.9231194690265486,status,20240107130556.0,Logistic Regression_20240107130556,,
Ridge Classifier,0.9026548672566372,status,20240107130556.0,Ridge Classifier_20240107130556,,
SGD Classifier,0.8993362831858407,status,20240107130556.0,SGD Classifier_20240107130556,,
Passive Aggressive Classifier,0.922566371681416,status,20240107130556.0,Passive Aggressive Classifier_20240107130556,,
Decision Tree Classifier,0.9540929203539824,status,20240107130556.0,Decision Tree Classifier_20240107130556,,
Random Forest Classifier,0.9540929203539824,status,20240107130556.0,Random Forest Classifier_20240107130556,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107130556.0,Gradient Boosting Classifier_20240107130556,,
AdaBoost Classifier,0.9314159292035398,status,20240107130556.0,AdaBoost Classifier_20240107130556,,
Extra Trees Classifier,0.9540929203539824,status,20240107130556.0,Extra Trees Classifier_20240107130556,,
Support Vector Classifier,0.7461283185840708,status,20240107130556.0,Support Vector Classifier_20240107130556,,
Linear SVC,0.8976769911504425,status,20240107130556.0,Linear SVC_20240107130556,,
NuSVC,0.8877212389380531,status,20240107130556.0,NuSVC_20240107130556,,
K-Nearest Neighbors,0.9297566371681416,status,20240107130556.0,K-Nearest Neighbors_20240107130556,,
Multi-layer Perceptron,0.9220132743362832,status,20240107130556.0,Multi-layer Perceptron_20240107130556,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107130556.0,Gaussian Naive Bayes_20240107130556,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107130556.0,Linear Discriminant Analysis_20240107130556,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107130556.0,Quadratic Discriminant Analysis_20240107130556,,
Voting Classifier,0.9352876106194692,status,20240107130556.0,Voting Classifier_20240107130556,,
Bagging Classifier,0.952433628318584,status,20240107130556.0,Bagging Classifier_20240107130556,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107130556.0,HistGradient Boosting Classifier_20240107130556,,
Logistic Regression,0.9231194690265486,status,20240107131257.0,Logistic Regression_20240107131257,,
Ridge Classifier,0.9026548672566372,status,20240107131257.0,Ridge Classifier_20240107131257,,
SGD Classifier,0.4889380530973451,status,20240107131257.0,SGD Classifier_20240107131257,,
Passive Aggressive Classifier,0.8816371681415929,status,20240107131257.0,Passive Aggressive Classifier_20240107131257,,
Decision Tree Classifier,0.9540929203539824,status,20240107131257.0,Decision Tree Classifier_20240107131257,,
Random Forest Classifier,0.9540929203539824,status,20240107131257.0,Random Forest Classifier_20240107131257,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107131257.0,Gradient Boosting Classifier_20240107131257,,
AdaBoost Classifier,0.9314159292035398,status,20240107131257.0,AdaBoost Classifier_20240107131257,,
Extra Trees Classifier,0.9540929203539824,status,20240107131257.0,Extra Trees Classifier_20240107131257,,
Support Vector Classifier,0.7461283185840708,status,20240107131257.0,Support Vector Classifier_20240107131257,,
Linear SVC,0.9015486725663716,status,20240107131257.0,Linear SVC_20240107131257,,
NuSVC,0.8877212389380531,status,20240107131257.0,NuSVC_20240107131257,,
K-Nearest Neighbors,0.9297566371681416,status,20240107131257.0,K-Nearest Neighbors_20240107131257,,
Multi-layer Perceptron,0.9247787610619468,status,20240107131257.0,Multi-layer Perceptron_20240107131257,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107131257.0,Gaussian Naive Bayes_20240107131257,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107131257.0,Linear Discriminant Analysis_20240107131257,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107131257.0,Quadratic Discriminant Analysis_20240107131257,,
Voting Classifier,0.9352876106194692,status,20240107131257.0,Voting Classifier_20240107131257,,
Bagging Classifier,0.952433628318584,status,20240107131257.0,Bagging Classifier_20240107131257,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107131257.0,HistGradient Boosting Classifier_20240107131257,,
Logistic Regression,0.9231194690265486,status,20240107131913.0,Logistic Regression_20240107131913,,
Ridge Classifier,0.9026548672566372,status,20240107131913.0,Ridge Classifier_20240107131913,,
SGD Classifier,0.8633849557522124,status,20240107131913.0,SGD Classifier_20240107131913,,
Passive Aggressive Classifier,0.8993362831858407,status,20240107131913.0,Passive Aggressive Classifier_20240107131913,,
Decision Tree Classifier,0.9540929203539824,status,20240107131913.0,Decision Tree Classifier_20240107131913,,
Random Forest Classifier,0.9540929203539824,status,20240107131913.0,Random Forest Classifier_20240107131913,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107131913.0,Gradient Boosting Classifier_20240107131913,,
AdaBoost Classifier,0.9314159292035398,status,20240107131913.0,AdaBoost Classifier_20240107131913,,
Extra Trees Classifier,0.9540929203539824,status,20240107131913.0,Extra Trees Classifier_20240107131913,,
Support Vector Classifier,0.7461283185840708,status,20240107131913.0,Support Vector Classifier_20240107131913,,
Linear SVC,0.9059734513274336,status,20240107131913.0,Linear SVC_20240107131913,,
NuSVC,0.8877212389380531,status,20240107131913.0,NuSVC_20240107131913,,
K-Nearest Neighbors,0.9297566371681416,status,20240107131913.0,K-Nearest Neighbors_20240107131913,,
Multi-layer Perceptron,0.9258849557522124,status,20240107131913.0,Multi-layer Perceptron_20240107131913,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107131913.0,Gaussian Naive Bayes_20240107131913,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107131913.0,Linear Discriminant Analysis_20240107131913,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107131913.0,Quadratic Discriminant Analysis_20240107131913,,
Voting Classifier,0.9352876106194692,status,20240107131913.0,Voting Classifier_20240107131913,,
Bagging Classifier,0.952433628318584,status,20240107131913.0,Bagging Classifier_20240107131913,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107131913.0,HistGradient Boosting Classifier_20240107131913,,
Logistic Regression,0.9231194690265486,status,20240107132627.0,Logistic Regression_20240107132627,,
Ridge Classifier,0.9026548672566372,status,20240107132627.0,Ridge Classifier_20240107132627,,
SGD Classifier,0.8998893805309734,status,20240107132627.0,SGD Classifier_20240107132627,,
Passive Aggressive Classifier,0.8816371681415929,status,20240107132627.0,Passive Aggressive Classifier_20240107132627,,
Decision Tree Classifier,0.9540929203539824,status,20240107132627.0,Decision Tree Classifier_20240107132627,,
Random Forest Classifier,0.9540929203539824,status,20240107132627.0,Random Forest Classifier_20240107132627,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107132627.0,Gradient Boosting Classifier_20240107132627,,
AdaBoost Classifier,0.9314159292035398,status,20240107132627.0,AdaBoost Classifier_20240107132627,,
Extra Trees Classifier,0.9540929203539824,status,20240107132627.0,Extra Trees Classifier_20240107132627,,
Support Vector Classifier,0.7461283185840708,status,20240107132627.0,Support Vector Classifier_20240107132627,,
Linear SVC,0.9015486725663716,status,20240107132627.0,Linear SVC_20240107132627,,
NuSVC,0.8877212389380531,status,20240107132627.0,NuSVC_20240107132627,,
K-Nearest Neighbors,0.9297566371681416,status,20240107132627.0,K-Nearest Neighbors_20240107132627,,
Multi-layer Perceptron,0.9264380530973452,status,20240107132627.0,Multi-layer Perceptron_20240107132627,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107132627.0,Gaussian Naive Bayes_20240107132627,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107132627.0,Linear Discriminant Analysis_20240107132627,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107132627.0,Quadratic Discriminant Analysis_20240107132627,,
Voting Classifier,0.9352876106194692,status,20240107132627.0,Voting Classifier_20240107132627,,
Bagging Classifier,0.952433628318584,status,20240107132627.0,Bagging Classifier_20240107132627,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107132627.0,HistGradient Boosting Classifier_20240107132627,,
Logistic Regression,0.9231194690265486,status,20240107133302.0,Logistic Regression_20240107133302,,
Ridge Classifier,0.9026548672566372,status,20240107133302.0,Ridge Classifier_20240107133302,,
SGD Classifier,0.8993362831858407,status,20240107133302.0,SGD Classifier_20240107133302,,
Passive Aggressive Classifier,0.8993362831858407,status,20240107133302.0,Passive Aggressive Classifier_20240107133302,,
Decision Tree Classifier,0.9540929203539824,status,20240107133302.0,Decision Tree Classifier_20240107133302,,
Random Forest Classifier,0.9540929203539824,status,20240107133302.0,Random Forest Classifier_20240107133302,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107133302.0,Gradient Boosting Classifier_20240107133302,,
AdaBoost Classifier,0.9314159292035398,status,20240107133302.0,AdaBoost Classifier_20240107133302,,
Extra Trees Classifier,0.9540929203539824,status,20240107133302.0,Extra Trees Classifier_20240107133302,,
Support Vector Classifier,0.7461283185840708,status,20240107133302.0,Support Vector Classifier_20240107133302,,
Linear SVC,0.9021017699115044,status,20240107133302.0,Linear SVC_20240107133302,,
NuSVC,0.8877212389380531,status,20240107133302.0,NuSVC_20240107133302,,
K-Nearest Neighbors,0.9297566371681416,status,20240107133302.0,K-Nearest Neighbors_20240107133302,,
Multi-layer Perceptron,0.9264380530973452,status,20240107133302.0,Multi-layer Perceptron_20240107133302,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107133302.0,Gaussian Naive Bayes_20240107133302,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107133302.0,Linear Discriminant Analysis_20240107133302,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107133302.0,Quadratic Discriminant Analysis_20240107133302,,
Voting Classifier,0.9352876106194692,status,20240107133302.0,Voting Classifier_20240107133302,,
Bagging Classifier,0.952433628318584,status,20240107133302.0,Bagging Classifier_20240107133302,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107133302.0,HistGradient Boosting Classifier_20240107133302,,
Logistic Regression,0.9231194690265486,status,20240107134409.0,Logistic Regression_20240107134409,,
Ridge Classifier,0.9026548672566372,status,20240107134409.0,Ridge Classifier_20240107134409,,
SGD Classifier,0.8816371681415929,status,20240107134409.0,SGD Classifier_20240107134409,,
Passive Aggressive Classifier,0.8816371681415929,status,20240107134409.0,Passive Aggressive Classifier_20240107134409,,
Decision Tree Classifier,0.9540929203539824,status,20240107134409.0,Decision Tree Classifier_20240107134409,,
Random Forest Classifier,0.9540929203539824,status,20240107134409.0,Random Forest Classifier_20240107134409,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107134409.0,Gradient Boosting Classifier_20240107134409,,
AdaBoost Classifier,0.9314159292035398,status,20240107134409.0,AdaBoost Classifier_20240107134409,,
Extra Trees Classifier,0.9540929203539824,status,20240107134409.0,Extra Trees Classifier_20240107134409,,
Support Vector Classifier,0.7461283185840708,status,20240107134409.0,Support Vector Classifier_20240107134409,,
Linear SVC,0.9015486725663716,status,20240107134409.0,Linear SVC_20240107134409,,
NuSVC,0.8877212389380531,status,20240107134409.0,NuSVC_20240107134409,,
K-Nearest Neighbors,0.9297566371681416,status,20240107134409.0,K-Nearest Neighbors_20240107134409,,
Multi-layer Perceptron,0.9126106194690266,status,20240107134409.0,Multi-layer Perceptron_20240107134409,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107134409.0,Gaussian Naive Bayes_20240107134409,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107134409.0,Linear Discriminant Analysis_20240107134409,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107134409.0,Quadratic Discriminant Analysis_20240107134409,,
Voting Classifier,0.9352876106194692,status,20240107134409.0,Voting Classifier_20240107134409,,
Bagging Classifier,0.952433628318584,status,20240107134409.0,Bagging Classifier_20240107134409,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107134409.0,HistGradient Boosting Classifier_20240107134409,,
Logistic Regression,0.9231194690265486,status,20240107134608.0,Logistic Regression_20240107134608,,
Ridge Classifier,0.9026548672566372,status,20240107134608.0,Ridge Classifier_20240107134608,,
SGD Classifier,0.8993362831858407,status,20240107134608.0,SGD Classifier_20240107134608,,
Passive Aggressive Classifier,0.90320796460177,status,20240107134608.0,Passive Aggressive Classifier_20240107134608,,
Decision Tree Classifier,0.9540929203539824,status,20240107134608.0,Decision Tree Classifier_20240107134608,,
Random Forest Classifier,0.9540929203539824,status,20240107134608.0,Random Forest Classifier_20240107134608,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107134608.0,Gradient Boosting Classifier_20240107134608,,
AdaBoost Classifier,0.9314159292035398,status,20240107134608.0,AdaBoost Classifier_20240107134608,,
Extra Trees Classifier,0.9540929203539824,status,20240107134608.0,Extra Trees Classifier_20240107134608,,
Support Vector Classifier,0.7461283185840708,status,20240107134608.0,Support Vector Classifier_20240107134608,,
Linear SVC,0.900995575221239,status,20240107134608.0,Linear SVC_20240107134608,,
NuSVC,0.8877212389380531,status,20240107134608.0,NuSVC_20240107134608,,
K-Nearest Neighbors,0.9297566371681416,status,20240107134608.0,K-Nearest Neighbors_20240107134608,,
Multi-layer Perceptron,0.926991150442478,status,20240107134608.0,Multi-layer Perceptron_20240107134608,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107134608.0,Gaussian Naive Bayes_20240107134608,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107134608.0,Linear Discriminant Analysis_20240107134608,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107134608.0,Quadratic Discriminant Analysis_20240107134608,,
Voting Classifier,0.9352876106194692,status,20240107134608.0,Voting Classifier_20240107134608,,
Bagging Classifier,0.952433628318584,status,20240107134608.0,Bagging Classifier_20240107134608,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107134608.0,HistGradient Boosting Classifier_20240107134608,,
Logistic Regression,0.9231194690265486,status,20240107135655.0,Logistic Regression_20240107135655,,
Ridge Classifier,0.9026548672566372,status,20240107135655.0,Ridge Classifier_20240107135655,,
SGD Classifier,0.4889380530973451,status,20240107135655.0,SGD Classifier_20240107135655,,
Passive Aggressive Classifier,0.8667035398230089,status,20240107135655.0,Passive Aggressive Classifier_20240107135655,,
Decision Tree Classifier,0.9540929203539824,status,20240107135655.0,Decision Tree Classifier_20240107135655,,
Random Forest Classifier,0.9540929203539824,status,20240107135655.0,Random Forest Classifier_20240107135655,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107135655.0,Gradient Boosting Classifier_20240107135655,,
AdaBoost Classifier,0.9314159292035398,status,20240107135655.0,AdaBoost Classifier_20240107135655,,
Extra Trees Classifier,0.9540929203539824,status,20240107135655.0,Extra Trees Classifier_20240107135655,,
Support Vector Classifier,0.7461283185840708,status,20240107135655.0,Support Vector Classifier_20240107135655,,
Linear SVC,0.9015486725663716,status,20240107135655.0,Linear SVC_20240107135655,,
NuSVC,0.8877212389380531,status,20240107135655.0,NuSVC_20240107135655,,
K-Nearest Neighbors,0.9297566371681416,status,20240107135655.0,K-Nearest Neighbors_20240107135655,,
Multi-layer Perceptron,0.9148230088495576,status,20240107135655.0,Multi-layer Perceptron_20240107135655,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107135655.0,Gaussian Naive Bayes_20240107135655,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107135655.0,Linear Discriminant Analysis_20240107135655,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107135655.0,Quadratic Discriminant Analysis_20240107135655,,
Voting Classifier,0.9352876106194692,status,20240107135655.0,Voting Classifier_20240107135655,,
Bagging Classifier,0.952433628318584,status,20240107135655.0,Bagging Classifier_20240107135655,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107135655.0,HistGradient Boosting Classifier_20240107135655,,
Logistic Regression,0.9231194690265486,status,20240107142356.0,Logistic Regression_20240107142356,,
Ridge Classifier,0.9026548672566372,status,20240107142356.0,Ridge Classifier_20240107142356,,
SGD Classifier,0.8805309734513275,status,20240107142356.0,SGD Classifier_20240107142356,,
Passive Aggressive Classifier,0.4889380530973451,status,20240107142356.0,Passive Aggressive Classifier_20240107142356,,
Decision Tree Classifier,0.9540929203539824,status,20240107142356.0,Decision Tree Classifier_20240107142356,,
Random Forest Classifier,0.9540929203539824,status,20240107142356.0,Random Forest Classifier_20240107142356,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107142356.0,Gradient Boosting Classifier_20240107142356,,
AdaBoost Classifier,0.9314159292035398,status,20240107142356.0,AdaBoost Classifier_20240107142356,,
Extra Trees Classifier,0.9540929203539824,status,20240107142356.0,Extra Trees Classifier_20240107142356,,
Support Vector Classifier,0.7461283185840708,status,20240107142356.0,Support Vector Classifier_20240107142356,,
Linear SVC,0.8932522123893806,status,20240107142356.0,Linear SVC_20240107142356,,
NuSVC,0.8877212389380531,status,20240107142356.0,NuSVC_20240107142356,,
K-Nearest Neighbors,0.9297566371681416,status,20240107142356.0,K-Nearest Neighbors_20240107142356,,
Multi-layer Perceptron,0.9153761061946902,status,20240107142356.0,Multi-layer Perceptron_20240107142356,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107142356.0,Gaussian Naive Bayes_20240107142356,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107142356.0,Linear Discriminant Analysis_20240107142356,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107142356.0,Quadratic Discriminant Analysis_20240107142356,,
Voting Classifier,0.9352876106194692,status,20240107142356.0,Voting Classifier_20240107142356,,
Bagging Classifier,0.952433628318584,status,20240107142356.0,Bagging Classifier_20240107142356,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107142356.0,HistGradient Boosting Classifier_20240107142356,,
Logistic Regression,0.9231194690265486,status,20240107144418.0,Logistic Regression_20240107144418,,
Ridge Classifier,0.9026548672566372,status,20240107144418.0,Ridge Classifier_20240107144418,,
SGD Classifier,0.8993362831858407,status,20240107144418.0,SGD Classifier_20240107144418,,
Passive Aggressive Classifier,0.8993362831858407,status,20240107144418.0,Passive Aggressive Classifier_20240107144418,,
Decision Tree Classifier,0.9540929203539824,status,20240107144418.0,Decision Tree Classifier_20240107144418,,
Random Forest Classifier,0.9540929203539824,status,20240107144418.0,Random Forest Classifier_20240107144418,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107144418.0,Gradient Boosting Classifier_20240107144418,,
AdaBoost Classifier,0.9314159292035398,status,20240107144418.0,AdaBoost Classifier_20240107144418,,
Extra Trees Classifier,0.9540929203539824,status,20240107144418.0,Extra Trees Classifier_20240107144418,,
Support Vector Classifier,0.7461283185840708,status,20240107144418.0,Support Vector Classifier_20240107144418,,
Linear SVC,0.8971238938053098,status,20240107144418.0,Linear SVC_20240107144418,,
NuSVC,0.8877212389380531,status,20240107144418.0,NuSVC_20240107144418,,
K-Nearest Neighbors,0.9297566371681416,status,20240107144418.0,K-Nearest Neighbors_20240107144418,,
Multi-layer Perceptron,0.922566371681416,status,20240107144418.0,Multi-layer Perceptron_20240107144418,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107144418.0,Gaussian Naive Bayes_20240107144418,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107144418.0,Linear Discriminant Analysis_20240107144418,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107144418.0,Quadratic Discriminant Analysis_20240107144418,,
Voting Classifier,0.9352876106194692,status,20240107144418.0,Voting Classifier_20240107144418,,
Bagging Classifier,0.952433628318584,status,20240107144418.0,Bagging Classifier_20240107144418,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107144418.0,HistGradient Boosting Classifier_20240107144418,,
Logistic Regression,0.9231194690265486,status,20240107144538.0,Logistic Regression_20240107144538,,
Ridge Classifier,0.9026548672566372,status,20240107144538.0,Ridge Classifier_20240107144538,,
SGD Classifier,0.8993362831858407,status,20240107144538.0,SGD Classifier_20240107144538,,
Passive Aggressive Classifier,0.8993362831858407,status,20240107144538.0,Passive Aggressive Classifier_20240107144538,,
Decision Tree Classifier,0.9540929203539824,status,20240107144538.0,Decision Tree Classifier_20240107144538,,
Random Forest Classifier,0.9540929203539824,status,20240107144538.0,Random Forest Classifier_20240107144538,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107144538.0,Gradient Boosting Classifier_20240107144538,,
AdaBoost Classifier,0.9314159292035398,status,20240107144538.0,AdaBoost Classifier_20240107144538,,
Extra Trees Classifier,0.9540929203539824,status,20240107144538.0,Extra Trees Classifier_20240107144538,,
Support Vector Classifier,0.7461283185840708,status,20240107144538.0,Support Vector Classifier_20240107144538,,
Linear SVC,0.8993362831858407,status,20240107144538.0,Linear SVC_20240107144538,,
NuSVC,0.8877212389380531,status,20240107144538.0,NuSVC_20240107144538,,
K-Nearest Neighbors,0.9297566371681416,status,20240107144538.0,K-Nearest Neighbors_20240107144538,,
Multi-layer Perceptron,0.9264380530973452,status,20240107144538.0,Multi-layer Perceptron_20240107144538,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107144538.0,Gaussian Naive Bayes_20240107144538,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107144538.0,Linear Discriminant Analysis_20240107144538,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107144538.0,Quadratic Discriminant Analysis_20240107144538,,
Voting Classifier,0.9352876106194692,status,20240107144538.0,Voting Classifier_20240107144538,,
Bagging Classifier,0.952433628318584,status,20240107144538.0,Bagging Classifier_20240107144538,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107144538.0,HistGradient Boosting Classifier_20240107144538,,
Logistic Regression,0.9231194690265486,status,20240107144542.0,Logistic Regression_20240107144542,,
Ridge Classifier,0.9026548672566372,status,20240107144542.0,Ridge Classifier_20240107144542,,
SGD Classifier,0.4917035398230088,status,20240107144542.0,SGD Classifier_20240107144542,,
Passive Aggressive Classifier,0.9247787610619468,status,20240107144542.0,Passive Aggressive Classifier_20240107144542,,
Decision Tree Classifier,0.9540929203539824,status,20240107144542.0,Decision Tree Classifier_20240107144542,,
Random Forest Classifier,0.9540929203539824,status,20240107144542.0,Random Forest Classifier_20240107144542,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107144542.0,Gradient Boosting Classifier_20240107144542,,
AdaBoost Classifier,0.9314159292035398,status,20240107144542.0,AdaBoost Classifier_20240107144542,,
Extra Trees Classifier,0.9540929203539824,status,20240107144542.0,Extra Trees Classifier_20240107144542,,
Support Vector Classifier,0.7461283185840708,status,20240107144542.0,Support Vector Classifier_20240107144542,,
Linear SVC,0.8998893805309734,status,20240107144542.0,Linear SVC_20240107144542,,
NuSVC,0.8877212389380531,status,20240107144542.0,NuSVC_20240107144542,,
K-Nearest Neighbors,0.9297566371681416,status,20240107144542.0,K-Nearest Neighbors_20240107144542,,
Multi-layer Perceptron,0.926991150442478,status,20240107144542.0,Multi-layer Perceptron_20240107144542,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107144542.0,Gaussian Naive Bayes_20240107144542,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107144542.0,Linear Discriminant Analysis_20240107144542,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107144542.0,Quadratic Discriminant Analysis_20240107144542,,
Voting Classifier,0.9352876106194692,status,20240107144542.0,Voting Classifier_20240107144542,,
Bagging Classifier,0.952433628318584,status,20240107144542.0,Bagging Classifier_20240107144542,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107144542.0,HistGradient Boosting Classifier_20240107144542,,
Logistic Regression,0.9231194690265486,status,20240107150315.0,Logistic Regression_20240107150315,,
Ridge Classifier,0.9026548672566372,status,20240107150315.0,Ridge Classifier_20240107150315,,
SGD Classifier,0.900995575221239,status,20240107150315.0,SGD Classifier_20240107150315,,
Passive Aggressive Classifier,0.8993362831858407,status,20240107150315.0,Passive Aggressive Classifier_20240107150315,,
Decision Tree Classifier,0.9540929203539824,status,20240107150315.0,Decision Tree Classifier_20240107150315,,
Random Forest Classifier,0.9540929203539824,status,20240107150315.0,Random Forest Classifier_20240107150315,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107150315.0,Gradient Boosting Classifier_20240107150315,,
AdaBoost Classifier,0.9314159292035398,status,20240107150315.0,AdaBoost Classifier_20240107150315,,
Extra Trees Classifier,0.9540929203539824,status,20240107150315.0,Extra Trees Classifier_20240107150315,,
