Model,RMSE,MAE,R2,Target_Column,Time,Model_Filename
LinearRegression,7059.043621901508,6286.453830757743,0.9024461774180498,Salary,20240205223355,LinearRegression_20240205223355
lr,7059.043621901508,6286.453830757743,0.9024461774180498,Salary,20240205223355,lr_20240205223355
ARDRegression,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206095707,ARDRegression_20240206095707
KNeighborsRegressor,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206095707,KNeighborsRegressor_20240206095707
Ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206095707,Ridge_20240206095707
lr,7059.043621901508,6286.453830757743,0.9024461774180498,Salary,20240206095707,lr_20240206095707
ElasticNet,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206095707,ElasticNet_20240206095707
GradientBoostingRegressor,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206095707,GradientBoostingRegressor_20240206095707
ada,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206095707,ada_20240206095707
et,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206095707,et_20240206095707
AdaBoostRegressor,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206095707,AdaBoostRegressor_20240206095707
RandomForestRegressor,7468.815953782473,6565.50736111111,0.8907915921176949,Salary,20240206095707,RandomForestRegressor_20240206095707
gbr,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206095707,gbr_20240206095707
rf,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206095707,rf_20240206095707
HuberRegressor,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206095707,HuberRegressor_20240206095707
mlp,85984.58835989493,82979.29151956346,-13.474174136064567,Salary,20240206095707,mlp_20240206095707
SVR,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206095707,SVR_20240206095707
SGDRegressor,7796.752633089494,6494.865984145753,0.8809909272279283,Salary,20240206095707,SGDRegressor_20240206095707
ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206095707,ridge_20240206095707
huber,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206095707,huber_20240206095707
BaggingRegressor,9166.229154983344,7262.783333333334,0.83551209053805,Salary,20240206095707,BaggingRegressor_20240206095707
BayesianRidge,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206095707,BayesianRidge_20240206095707
dt,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206095707,dt_20240206095707
par,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206095707,par_20240206095707
en,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206095707,en_20240206095707
lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206095707,lasso_20240206095707
Lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206095707,Lasso_20240206095707
svm,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206095707,svm_20240206095707
br,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206095707,br_20240206095707
NuSVR,23312.455061099783,19990.63024274415,-0.0639680439966785,Salary,20240206095707,NuSVR_20240206095707
DecisionTreeRegressor,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206095707,DecisionTreeRegressor_20240206095707
ard,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206095707,ard_20240206095707
knn,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206095707,knn_20240206095707
ExtraTreesRegressor,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206095707,ExtraTreesRegressor_20240206095707
PassiveAggressiveRegressor,10095.710543116054,8675.20434013276,0.800461666442822,Salary,20240206095707,PassiveAggressiveRegressor_20240206095707
br,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206104350,br_20240206104350
huber,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206104350,huber_20240206104350
ard,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206104350,ard_20240206104350
ExtraTreesRegressor,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206104350,ExtraTreesRegressor_20240206104350
Ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206104350,Ridge_20240206104350
lr,7059.043621901508,6286.453830757743,0.9024461774180498,Salary,20240206104350,lr_20240206104350
en,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206104350,en_20240206104350
SVR,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206104350,SVR_20240206104350
knn,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206104350,knn_20240206104350
Lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206104350,Lasso_20240206104350
HuberRegressor,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206104350,HuberRegressor_20240206104350
AdaBoostRegressor,8973.22200198968,7347.596825396824,0.8423661853456839,Salary,20240206104350,AdaBoostRegressor_20240206104350
gbr,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206104350,gbr_20240206104350
mlp,85984.58835989493,82979.29151956346,-13.474174136064567,Salary,20240206104350,mlp_20240206104350
ElasticNet,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206104350,ElasticNet_20240206104350
RandomForestRegressor,7932.988050951504,6836.206837301589,0.8767956163178255,Salary,20240206104350,RandomForestRegressor_20240206104350
par,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206104350,par_20240206104350
et,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206104350,et_20240206104350
PassiveAggressiveRegressor,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206104350,PassiveAggressiveRegressor_20240206104350
lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206104350,lasso_20240206104350
svm,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206104350,svm_20240206104350
BayesianRidge,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206104350,BayesianRidge_20240206104350
ARDRegression,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206104350,ARDRegression_20240206104350
rf,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206104350,rf_20240206104350
SGDRegressor,7814.295176731165,6454.849877601802,0.8804547884998585,Salary,20240206104350,SGDRegressor_20240206104350
BaggingRegressor,8416.07690675511,6800.608333333334,0.8613333731596851,Salary,20240206104350,BaggingRegressor_20240206104350
GradientBoostingRegressor,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206104350,GradientBoostingRegressor_20240206104350
ada,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206104350,ada_20240206104350
NuSVR,23312.455061099783,19990.63024274415,-0.0639680439966785,Salary,20240206104350,NuSVR_20240206104350
ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206104350,ridge_20240206104350
DecisionTreeRegressor,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206104350,DecisionTreeRegressor_20240206104350
dt,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206104350,dt_20240206104350
KNeighborsRegressor,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206104350,KNeighborsRegressor_20240206104350
knn,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206104627,knn_20240206104627
DecisionTreeRegressor,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206104627,DecisionTreeRegressor_20240206104627
SGDRegressor,7796.752633089494,6494.865984145753,0.8809909272279283,Salary,20240206104627,SGDRegressor_20240206104627
GradientBoostingRegressor,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206104627,GradientBoostingRegressor_20240206104627
SVR,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206104627,SVR_20240206104627
lr,7059.043621901508,6286.453830757743,0.9024461774180498,Salary,20240206104627,lr_20240206104627
ada,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206104627,ada_20240206104627
ExtraTreesRegressor,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206104627,ExtraTreesRegressor_20240206104627
BaggingRegressor,6785.358079542725,5982.188888888887,0.9098640370073644,Salary,20240206104627,BaggingRegressor_20240206104627
lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206104627,lasso_20240206104627
Ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206104627,Ridge_20240206104627
gbr,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206104627,gbr_20240206104627
ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206104627,ridge_20240206104627
svm,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206104627,svm_20240206104627
Lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206104627,Lasso_20240206104627
et,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206104627,et_20240206104627
HuberRegressor,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206104627,HuberRegressor_20240206104627
PassiveAggressiveRegressor,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206104627,PassiveAggressiveRegressor_20240206104627
rf,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206104627,rf_20240206104627
ElasticNet,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206104627,ElasticNet_20240206104627
AdaBoostRegressor,8973.22200198968,7347.596825396824,0.8423661853456839,Salary,20240206104627,AdaBoostRegressor_20240206104627
huber,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206104627,huber_20240206104627
par,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206104627,par_20240206104627
en,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206104627,en_20240206104627
br,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206104627,br_20240206104627
KNeighborsRegressor,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206104627,KNeighborsRegressor_20240206104627
NuSVR,23312.455061099783,19990.63024274415,-0.0639680439966785,Salary,20240206104627,NuSVR_20240206104627
mlp,85984.58835989493,82979.29151956346,-13.474174136064567,Salary,20240206104627,mlp_20240206104627
dt,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206104627,dt_20240206104627
RandomForestRegressor,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206104627,RandomForestRegressor_20240206104627
ard,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206104627,ard_20240206104627
ARDRegression,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206104627,ARDRegression_20240206104627
BayesianRidge,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206104627,BayesianRidge_20240206104627
ExtraTreesRegressor,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206104918,ExtraTreesRegressor_20240206104918
lr,7059.043621901508,6286.453830757743,0.9024461774180498,Salary,20240206104918,lr_20240206104918
en,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206104918,en_20240206104918
br,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206104918,br_20240206104918
et,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206104918,et_20240206104918
BayesianRidge,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206104918,BayesianRidge_20240206104918
SGDRegressor,7814.295176731165,6454.849877601802,0.8804547884998585,Salary,20240206104918,SGDRegressor_20240206104918
PassiveAggressiveRegressor,10770.529426558016,9401.53424495788,0.7728950169130959,Salary,20240206104918,PassiveAggressiveRegressor_20240206104918
DecisionTreeRegressor,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206104918,DecisionTreeRegressor_20240206104918
NuSVR,23312.455061099783,19990.63024274415,-0.0639680439966785,Salary,20240206104918,NuSVR_20240206104918
HuberRegressor,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206104918,HuberRegressor_20240206104918
ard,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206104918,ard_20240206104918
rf,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206104918,rf_20240206104918
GradientBoostingRegressor,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206104918,GradientBoostingRegressor_20240206104918
ARDRegression,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206104918,ARDRegression_20240206104918
SVR,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206104918,SVR_20240206104918
KNeighborsRegressor,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206104918,KNeighborsRegressor_20240206104918
huber,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206104918,huber_20240206104918
knn,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206104918,knn_20240206104918
svm,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206104918,svm_20240206104918
RandomForestRegressor,7927.835506804328,6839.071837301589,0.8769556089618912,Salary,20240206104918,RandomForestRegressor_20240206104918
par,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206104918,par_20240206104918
Ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206104918,Ridge_20240206104918
dt,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206104918,dt_20240206104918
lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206104918,lasso_20240206104918
ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206104918,ridge_20240206104918
mlp,85984.58835989493,82979.29151956346,-13.474174136064567,Salary,20240206104918,mlp_20240206104918
AdaBoostRegressor,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206104918,AdaBoostRegressor_20240206104918
ElasticNet,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206104918,ElasticNet_20240206104918
gbr,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206104918,gbr_20240206104918
ada,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206104918,ada_20240206104918
Lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206104918,Lasso_20240206104918
ARDRegression,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206105454,ARDRegression_20240206105454
ElasticNet,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206105454,ElasticNet_20240206105454
Lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206105454,Lasso_20240206105454
svm,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206105454,svm_20240206105454
ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206105454,ridge_20240206105454
dt,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206105454,dt_20240206105454
RandomForestRegressor,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206105454,RandomForestRegressor_20240206105454
AdaBoostRegressor,9272.781250540227,7408.0,0.8316657107392582,Salary,20240206105454,AdaBoostRegressor_20240206105454
knn,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206105454,knn_20240206105454
br,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206105454,br_20240206105454
et,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206105454,et_20240206105454
PassiveAggressiveRegressor,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206105454,PassiveAggressiveRegressor_20240206105454
mlp,85984.58835989493,82979.29151956346,-13.474174136064567,Salary,20240206105454,mlp_20240206105454
GradientBoostingRegressor,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206105454,GradientBoostingRegressor_20240206105454
HuberRegressor,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206105454,HuberRegressor_20240206105454
ada,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206105454,ada_20240206105454
BayesianRidge,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206105454,BayesianRidge_20240206105454
NuSVR,23312.455061099783,19990.63024274415,-0.0639680439966785,Salary,20240206105454,NuSVR_20240206105454
Ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206105454,Ridge_20240206105454
en,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206105454,en_20240206105454
ExtraTreesRegressor,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206105454,ExtraTreesRegressor_20240206105454
DecisionTreeRegressor,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206105454,DecisionTreeRegressor_20240206105454
ard,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206105454,ard_20240206105454
KNeighborsRegressor,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206105454,KNeighborsRegressor_20240206105454
rf,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206105454,rf_20240206105454
lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206105454,lasso_20240206105454
SVR,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206105454,SVR_20240206105454
gbr,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206105454,gbr_20240206105454
lr,7059.043621901508,6286.453830757743,0.9024461774180498,Salary,20240206105454,lr_20240206105454
huber,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206105454,huber_20240206105454
par,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206105454,par_20240206105454
SGDRegressor,7814.295176731165,6454.849877601802,0.8804547884998585,Salary,20240206105454,SGDRegressor_20240206105454
lr,7059.043621901508,6286.453830757743,0.9024461774180498,Salary,20240206110842,lr_20240206110842
huber,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206110842,huber_20240206110842
ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206110842,ridge_20240206110842
BayesianRidge,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206110842,BayesianRidge_20240206110842
dt,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206110842,dt_20240206110842
Lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206110842,Lasso_20240206110842
br,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206110842,br_20240206110842
PassiveAggressiveRegressor,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206110842,PassiveAggressiveRegressor_20240206110842
GradientBoostingRegressor,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206110842,GradientBoostingRegressor_20240206110842
lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206110842,lasso_20240206110842
Ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206110842,Ridge_20240206110842
RandomForestRegressor,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206110842,RandomForestRegressor_20240206110842
mlp,85984.58835989493,82979.29151956346,-13.474174136064567,Salary,20240206110842,mlp_20240206110842
gbr,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206110842,gbr_20240206110842
HuberRegressor,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206110842,HuberRegressor_20240206110842
rf,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206110842,rf_20240206110842
knn,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206110842,knn_20240206110842
ard,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206110842,ard_20240206110842
DecisionTreeRegressor,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206110842,DecisionTreeRegressor_20240206110842
ada,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206110842,ada_20240206110842
svm,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206110842,svm_20240206110842
AdaBoostRegressor,9352.737249173812,7669.125,0.8287502178689238,Salary,20240206110842,AdaBoostRegressor_20240206110842
ElasticNet,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206110842,ElasticNet_20240206110842
ARDRegression,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206110842,ARDRegression_20240206110842
ExtraTreesRegressor,8490.900567655744,7575.628333333333,0.8588567639279722,Salary,20240206110842,ExtraTreesRegressor_20240206110842
par,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206110842,par_20240206110842
NuSVR,23312.455061099783,19990.63024274415,-0.0639680439966785,Salary,20240206110842,NuSVR_20240206110842
SVR,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206110842,SVR_20240206110842
et,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206110842,et_20240206110842
KNeighborsRegressor,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206110842,KNeighborsRegressor_20240206110842
en,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206110842,en_20240206110842
SGDRegressor,7814.295176731165,6454.849877601802,0.8804547884998585,Salary,20240206110842,SGDRegressor_20240206110842
lr,7059.043621901508,6286.453830757743,0.9024461774180498,Salary,20240206123757,lr_20240206123757
huber,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206123757,huber_20240206123757
ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206123757,ridge_20240206123757
BayesianRidge,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206123757,BayesianRidge_20240206123757
dt,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206123757,dt_20240206123757
Lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206123757,Lasso_20240206123757
br,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206123757,br_20240206123757
PassiveAggressiveRegressor,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206123757,PassiveAggressiveRegressor_20240206123757
GradientBoostingRegressor,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206123757,GradientBoostingRegressor_20240206123757
lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206123757,lasso_20240206123757
Ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206123757,Ridge_20240206123757
RandomForestRegressor,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206123757,RandomForestRegressor_20240206123757
mlp,85984.58835989493,82979.29151956346,-13.474174136064567,Salary,20240206123757,mlp_20240206123757
gbr,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206123757,gbr_20240206123757
HuberRegressor,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206123757,HuberRegressor_20240206123757
rf,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206123757,rf_20240206123757
knn,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206123757,knn_20240206123757
ard,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206123757,ard_20240206123757
DecisionTreeRegressor,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206123757,DecisionTreeRegressor_20240206123757
ada,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206123757,ada_20240206123757
svm,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206123757,svm_20240206123757
AdaBoostRegressor,9352.737249173812,7669.125,0.8287502178689238,Salary,20240206123757,AdaBoostRegressor_20240206123757
ElasticNet,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206123757,ElasticNet_20240206123757
ARDRegression,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206123757,ARDRegression_20240206123757
ExtraTreesRegressor,8490.900567655744,7575.628333333333,0.8588567639279722,Salary,20240206123757,ExtraTreesRegressor_20240206123757
par,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206123757,par_20240206123757
NuSVR,23312.455061099783,19990.63024274415,-0.0639680439966785,Salary,20240206123757,NuSVR_20240206123757
SVR,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206123757,SVR_20240206123757
et,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206123757,et_20240206123757
KNeighborsRegressor,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206123757,KNeighborsRegressor_20240206123757
en,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206123757,en_20240206123757
SGDRegressor,7814.295176731165,6454.849877601802,0.8804547884998585,Salary,20240206123757,SGDRegressor_20240206123757
mlp,85984.58835989493,82979.29151956346,-13.474174136064567,Salary,20240206124501,mlp_20240206124501
dt,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206124501,dt_20240206124501
BayesianRidge,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206124501,BayesianRidge_20240206124501
ard,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206124501,ard_20240206124501
par,10337.393689672548,8946.432350920539,0.7907937413409627,Salary,20240206124501,par_20240206124501
lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206124501,lasso_20240206124501
et,8373.62939201893,7530.954999999999,0.8627286099748676,Salary,20240206124501,et_20240206124501
DecisionTreeRegressor,10052.248993799016,8640.166666666666,0.8021759743735162,Salary,20240206124501,DecisionTreeRegressor_20240206124501
ada,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206124501,ada_20240206124501
AdaBoostRegressor,8982.075824127414,7322.645238095239,0.8420549592770756,Salary,20240206124501,AdaBoostRegressor_20240206124501
gbr,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206124501,gbr_20240206124501
br,7062.126376337664,6282.6880393318415,0.9023609533672274,Salary,20240206124501,br_20240206124501
HuberRegressor,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206124501,HuberRegressor_20240206124501
NuSVR,23312.455061099783,19990.63024274415,-0.0639680439966785,Salary,20240206124501,NuSVR_20240206124501
rf,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206124501,rf_20240206124501
svm,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206124501,svm_20240206124501
en,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206124501,en_20240206124501
KNeighborsRegressor,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206124501,KNeighborsRegressor_20240206124501
Ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206124501,Ridge_20240206124501
GradientBoostingRegressor,9974.601877416386,8530.496269714582,0.8052202961617161,Salary,20240206124501,GradientBoostingRegressor_20240206124501
SGDRegressor,7475.632764468761,6418.5152473804765,0.8905921514623745,Salary,20240206124501,SGDRegressor_20240206124501
PassiveAggressiveRegressor,10113.415881892206,8693.077649872412,0.7997611725680767,Salary,20240206124501,PassiveAggressiveRegressor_20240206124501
knn,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206124501,knn_20240206124501
Lasso,7059.067541656292,6286.423714244483,0.9024455162895476,Salary,20240206124501,Lasso_20240206124501
ExtraTreesRegressor,8307.570057440584,7469.031666666669,0.8648859272939315,Salary,20240206124501,ExtraTreesRegressor_20240206124501
huber,7158.53512194798,6283.573916083055,0.8996769145567763,Salary,20240206124501,huber_20240206124501
ElasticNet,7279.675009537161,6152.5952503535855,0.8962527621642433,Salary,20240206124501,ElasticNet_20240206124501
ridge,7069.289407005231,6274.687372409958,0.9021627846740266,Salary,20240206124501,ridge_20240206124501
lr,7059.043621901508,6286.453830757743,0.9024461774180498,Salary,20240206124501,lr_20240206124501
RandomForestRegressor,7982.551579097405,6872.007670634925,0.8752513004196268,Salary,20240206124501,RandomForestRegressor_20240206124501
ARDRegression,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206124501,ARDRegression_20240206124501
SVR,30858.02159705682,22673.776560880146,-0.8641837486109101,Salary,20240206124501,SVR_20240206124501
knn,7096.287087860336,6091.099999999999,0.9014140752957686,Salary,20240206125545,knn_20240206125545
ARDRegression,7062.1263763376655,6282.688039331846,0.9023609533672274,Salary,20240206125545,ARDRegression_20240206125545
